Class,Age,Sex,Survived
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Adult,Female,0
Third,Child,Male,1
Third,Child,Male,1
Third,Child,Male,1
Third,Child,Male,1
Third,Child,Male,1
Third,Child,Male,1
Third,Child,Male,1
Third,Child,Male,1
Third,Child,Male,1
Third,Child,Male,1
Third,Child,Male,1
Third,Child,Male,1
Third,Child,Male,1
Third,Child,Male,0
Third,Child,Male,0
Third,Child,Male,0
Third,Child,Male,0
Third,Child,Male,0
Third,Child,Male,0
Third,Child,Male,0
Third,Child,Male,0
Third,Child,Male,0
Third,Child,Male,0
Third,Child,Male,0
Third,Child,Male,0
Third,Child,Male,0
Third,Child,Male,0
Third,Child,Male,0
Third,Child,Male,0
Third,Child,Male,0
Third,Child,Male,0
Third,Child,Male,0
Third,Child,Male,0
Third,Child,Male,0
Third,Child,Male,0
Third,Child,Male,0
Third,Child,Male,0
Third,Child,Male,0
Third,Child,Male,0
Third,Child,Male,0
Third,Child,Male,0
Third,Child,Male,0
Third,Child,Male,0
Third,Child,Male,0
Third,Child,Male,0
Third,Child,Male,0
Third,Child,Male,0
Third,Child,Male,0
Third,Child,Female,1
Third,Child,Female,1
Third,Child,Female,1
Third,Child,Female,1
Third,Child,Female,1
Third,Child,Female,1
Third,Child,Female,1
Third,Child,Female,1
Third,Child,Female,1
Third,Child,Female,1
Third,Child,Female,1
Third,Child,Female,1
Third,Child,Female,1
Third,Child,Female,1
Third,Child,Female,0
Third,Child,Female,0
Third,Child,Female,0
Third,Child,Female,0
Third,Child,Female,0
Third,Child,Female,0
Third,Child,Female,0
Third,Child,Female,0
Third,Child,Female,0
Third,Child,Female,0
Third,Child,Female,0
Third,Child,Female,0
Third,Child,Female,0
Third,Child,Female,0
Third,Child,Female,0
Third,Child,Female,0
Third,Child,Female,0
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,1
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Male,0
Crew,Adult,Female,1
Crew,Adult,Female,1
Crew,Adult,Female,1
Crew,Adult,Female,1
Crew,Adult,Female,1
Crew,Adult,Female,1
Crew,Adult,Female,1
Crew,Adult,Female,1
Crew,Adult,Female,1
Crew,Adult,Female,1
Crew,Adult,Female,1
Crew,Adult,Female,1
Crew,Adult,Female,1
Crew,Adult,Female,1
Crew,Adult,Female,1
Crew,Adult,Female,1
Crew,Adult,Female,1
Crew,Adult,Female,1
Crew,Adult,Female,1
Crew,Adult,Female,1
Crew,Adult,Female,0
Crew,Adult,Female,0
Crew,Adult,Female,0
